C	Chapter 23
V	44023001
c	a
i	c44023001.1
m	Acts 8:40; 25:4,
V	44023002
c	b
i	c44023002.2
m	Acts 24:1; 25:15
V	44023003
c	c
i	c44023003.3
m	Acts 23:12,
V	44023005
c	d
i	c44023005.4
m	Acts 18:14;
V	44023007
c	e
i	c44023007.5
m	Mark 15:3;
V	44023008
c	f
i	c44023008.6
m	Acts 6:13;
V	44023009
c	g
i	c44023009.7
m	Acts 12:2; 24:27
V	44023011
c	i
i	c44023011.8
m	Acts 18:14;
V	44023014
c	k
i	c44023014.9
m	Acts 24:27
V	44023015
c	l
i	c44023015.10
m	Acts 24:1;
V	44023016
c	m
i	c44023016.11
m	Acts 25:4,
V	44023017
c	n
i	c44023017.12
m	Matt. 27:19;
V	44023019
c	o
i	c44023019.13
m	Acts 18:14, 15;
V	44023021
c	p
i	c44023021.14
m	Acts 25:11,
V	44023022
c	q
i	c44023022.15
m	Acts 9:15
V	44023023
c	r
i	c44023023.16
m	Acts 9:15
V	44023024
c	s
i	c44023024.17
m	Acts 25:2, 3,
V	44023025
c	u
i	c44023025.18
m	Acts 23:9,
