C	Chapter 27
V	44027001
c	a
i	c44027001.1
m	1 Cor. 1:1; 9:1;
V	44027002
c	c
i	c44027002.2
m	Acts 26:6
V	44027003
c	e
i	c44027003.3
m	2 Sam. 7:12;
V	44027004
c	f
i	c44027004.4
m	Ps. 2:7; Acts
V	44027005
c	h
i	c44027005.5
m	Eph. 3:8 i Acts
V	44027007
c	k
i	c44027007.6
m	Acts 9:13; Rom.
V	44027008
c	m
i	c44027008.7
m	1 Cor. 1:4; Eph.
V	44027008
c	n
i	c44027008.8
m	Acts 28:22;
V	44027009
c	o
i	c44027009.9
m	Rom. 9:1 p Acts
V	44027011
c	r
i	c44027011.10
m	Rom. 15:29
V	44027012
c	s
i	c44027012.11
m	Titus 1:4
V	44027013
c	t
i	c44027013.12
m	[1 Thess. 2:18]
V	44027016
c	v
i	c44027016.13
m	Ps. 40:9,
V	44027021
c	f
i	c44027021.14
m	2 Kin. 17:15;
V	44027022
c	g
i	c44027022.15
m	Jer. 10:14;
V	44027023
c	h
i	c44027023.16
m	1 Tim. 1:17;
V	44027024
c	l
i	c44027024.17
m	Num. 6:25;
V	44027024
c	j
i	c44027024.18
m	Ps. 81:12; Acts
V	44027025
c	m
i	c44027025.19
m	1 Thess. 1:9
V	44027026
c	o
i	c44027026.20
m	Lev. 18:22;
V	44027028
c	p
i	c44027028.21
m	Eph. 5:4
V	44027032
c	q
i	c44027032.22
m	[Rom. 2:2]
