C	Chapter 12
V	05012001
c	a
i	c05012001.1
m	Ex. 21:2; 23:10, 11; Lev. 25:4; Jer.
V	05012004
c	b
i	c05012004.2
m	Deut. 7:13
V	05012006
c	c
i	c05012006.3
m	Deut. 28:12,
V	05012007
c	d
i	c05012007.4
m	Ex. 23:6; Lev. 25:35-37; Deut. 24:12-14; [1 John
V	05012008
c	e
i	c05012008.5
m	Matt. 5:42; Gal. 2:10 5 freely
V	05012009
c	f
i	c05012009.6
m	Deut. 28:54,
V	05012009
c	g
i	c05012009.7
m	Ex. 22:23; Deut. 24:15; Job 34:28; Ps. 12:5; James 5:4 h [Matt. 25:41, 42]
V	05012010
c	i
i	c05012010.8
m	2 Cor. 9:5,
V	05012010
c	j
i	c05012010.9
m	Deut. 14:29; Ps. 41:1; Prov. 22:9
V	05012011
c	k
i	c05012011.10
m	Matt. 26:11; Mark 14:7; John
V	05012014
c	n
i	c05012014.11
m	Prov. 10:22
V	05012015
c	o
i	c05012015.12
m	Deut. 5:15
V	05012016
c	p
i	c05012016.13
m	Ex. 21:5,
V	05012018
c	q
i	c05012018.14
m	Is. 16:14
V	05012019
c	r
i	c05012019.15
m	Ex. 13:2,
V	05012020
c	s
i	c05012020.16
m	Lev. 7:15-18; Deut. 12:5; 14:23
V	05012021
c	t
i	c05012021.17
m	Lev. 22:19-25; Deut. 17:1
V	05012022
c	u
i	c05012022.18
m	Deut. 12:15,
