C	Chapter 24
V	05024002
c	a
i	c05024002.1
m	Josh. 4:1
V	05024002
c	b
i	c05024002.2
m	Josh. 8:32
V	05024003
c	c
i	c05024003.3
m	Ex. 3:8
V	05024004
c	d
i	c05024004.4
m	Deut. 11:29; Josh. 8:30,
V	05024007
c	f
i	c05024007.5
m	Deut. 26:11
V	05024008
c	g
i	c05024008.6
m	Josh. 8:32
V	05024009
c	h
i	c05024009.7
m	Deut. 26:18
V	05024012
c	i
i	c05024012.8
m	Deut. 11:29; Josh. 8:33; Judg.
V	05024013
c	j
i	c05024013.9
m	Deut. 11:29; Josh. 8:33
V	05024014
c	k
i	c05024014.10
m	Deut. 33:10; Josh. 8:33; Dan.
V	05024015
c	l
i	c05024015.11
m	Ex. 20:4, 23; 34:17; Lev. 19:4; 26:1; Deut. 4:16, 23; Is. 44:9; Hos. 13:2 m Num. 5:22; Jer. 11:5; 1 Cor. 14:16 2 a
V	05024016
c	n
i	c05024016.12
m	Ex. 20:12; Lev. 19:3; 20:9; Deut. Ezek. 22:7
V	05024017
c	o
i	c05024017.13
m	Deut. 19:14; Prov. 22:28
V	05024018
c	p
i	c05024018.14
m	Lev. 19:14
V	05024019
c	q
i	c05024019.15
m	Ex. 22:21, 22; 23:9; Lev. 19:33; Deut. 10:18; 24:17
V	05024022
c	t
i	c05024022.16
m	Lev. 18:9
V	05024023
c	u
i	c05024023.17
m	Lev. 18:17;
V	05024024
c	v
i	c05024024.18
m	Ex. 20:13; 21:12; Lev. 24:17; Num. 35:30,
V	05024025
c	w
i	c05024025.19
m	Ex. 23:7; Ps. 15:5; Ezek. 22:12
V	05024026
c	x
i	c05024026.20
m	Ps. 119:21; Jer. 11:3; Gal. 3:10
