C	Chapter 26
V	05026001
c	a
i	c05026001.1
m	Lev. 26:46; Deut. 5:2,
V	05026002
c	b
i	c05026002.2
m	Ex. 19:4; Deut.
V	05026003
c	c
i	c05026003.3
m	Deut. 4:34; 7:19
V	05026004
c	d
i	c05026004.4
m	[Is. 6:9, 10; Ezek. 12:2]; Matt. 13:14; [Acts 28:26, 27]; Rom. 11:8; [Eph. 4:18]
V	05026005
c	e
i	c05026005.5
m	Deut. 1:3; 8:2
V	05026005
c	f
i	c05026005.6
m	Deut. 8:4
V	05026006
c	g
i	c05026006.7
m	Ex. 16:12; Deut. 8:3
V	05026007
c	h
i	c05026007.8
m	Num. 21:23, 24; Deut. 2:26–3:3
V	05026008
c	i
i	c05026008.9
m	Num. 32:33; Deut. 3:12,
V	05026009
c	j
i	c05026009.10
m	Deut. 4:6; 1 Kin. 2:3 k Josh. 1:7
V	05026011
c	l
i	c05026011.11
m	Josh. 9:21,
V	05026012
c	m
i	c05026012.12
m	Neh. 10:29
V	05026013
c	n
i	c05026013.13
m	Deut. 28:9
V	05026013
c	o
i	c05026013.14
m	Ex. 6:7 p Gen.
V	05026014
c	q
i	c05026014.15
m	[Jer. 31:31; Heb. 8:7, 8]
V	05026015
c	r
i	c05026015.16
m	Acts 2:39
V	05026018
c	s
i	c05026018.17
m	Deut. 11:16
V	05026018
c	t
i	c05026018.18
m	Heb. 12:15
V	05026018
c	u
i	c05026018.19
m	Deut. 32:32; Acts
V	05026019
c	v
i	c05026019.20
m	Jer. 3:17; 7:24
V	05026019
c	w
i	c05026019.21
m	Is. 30:1 3 walk in
V	05026020
c	x
i	c05026020.22
m	Ezek. 14:7
V	05026020
c	y
i	c05026020.23
m	Ps. 74:1 z Ps. 79:5; Ezek. 23:25
V	05026020
c	a
i	c05026020.24
m	Ex. 32:33; Deut. 9:14; 2 Kin. 14:27
V	05026021
c	b
i	c05026021.25
m	[Matt. 24:51]
V	05026021
c	c
i	c05026021.26
m	Deut. 30:10
V	05026022
c	d
i	c05026022.27
m	Jer. 19:8;
V	05026023
c	e
i	c05026023.28
m	Jer. 17:6; Zeph. 2:9 f Gen. 19:24, 25; Is. 1:9; Jer. 20:16; Hos.
V	05026024
c	g
i	c05026024.29
m	1 Kin. 9:8; Jer. 22:8
V	05026027
c	h
i	c05026027.30
m	Dan. 9:11
V	05026028
c	i
i	c05026028.31
m	1 Kin. 14:15; 2 Chr. 7:20; Ps. 52:5; Prov. 2:22
