C	Chapter 31
V	05031001
c	a
i	c05031001.1
m	Num. 27:12; Deut. 32:49
V	05031003
c	b
i	c05031003.2
m	2 Chr. 28:15
V	05031004
c	c
i	c05031004.3
m	Gen. 12:7
V	05031004
c	d
i	c05031004.4
m	Deut. 3:27
V	05031005
c	e
i	c05031005.5
m	Num. 20:12; Deut. 32:50; Josh.
V	05031006
c	f
i	c05031006.6
m	Jude
V	05031007
c	g
i	c05031007.7
m	Deut. 31:2
V	05031007
c	h
i	c05031007.8
m	Gen. 27:1; 48:10
V	05031008
c	i
i	c05031008.9
m	Gen. 50:3,
V	05031009
c	j
i	c05031009.10
m	Is. 11:2 k Num.
V	05031010
c	l
i	c05031010.11
m	Deut. 18:15,
V	05031018
c	m
i	c05031018.12
m	Ex. 33:11; Num. 12:8; Deut.
