C	Chapter 21
V	05021001
c	b
i	c05021001.1
m	[Jer. 3:8]
V	05021004
c	c
i	c05021004.2
m	[Jer. 3:1] 2 a
V	05021005
c	d
i	c05021005.3
m	Deut. 20:7
V	05021005
c	e
i	c05021005.4
m	Prov. 5:18
V	05021007
c	f
i	c05021007.5
m	Ex. 21:16
V	05021008
c	h
i	c05021008.6
m	Lev. 13:2; 14:2
V	05021009
c	i
i	c05021009.7
m	[1 Cor. 10:6]
V	05021009
c	j
i	c05021009.8
m	Num. 12:10
V	05021010
c	k
i	c05021010.9
m	Matt. 5:42
V	05021013
c	l
i	c05021013.10
m	Ex. 22:26; Ezek. 18:7 m Job 29:11; 2 Tim. 1:18
V	05021013
c	n
i	c05021013.11
m	Deut. 6:25; Ps. 106:31; Dan. 4:27
V	05021014
c	o
i	c05021014.12
m	Lev. 19:13; Deut. 15:7-18; [Prov. 14:31]; Amos 4:1; [Mal. 3:5; 1 Tim. 5:18]
V	05021015
c	p
i	c05021015.13
m	Lev. 19:13; Jer. 22:13 q Ex. 22:23; Deut. 15:9; Job 35:9; James 5:4
V	05021016
c	r
i	c05021016.14
m	2 Kin. 14:6; 2 Chr. 25:4; Jer. 31:29, 30; Ezek.
V	05021017
c	s
i	c05021017.15
m	Ex. 23:6 t Ex.
V	05021018
c	u
i	c05021018.16
m	Deut. 24:22
V	05021019
c	v
i	c05021019.17
m	Lev. 19:9,
V	05021019
c	w
i	c05021019.18
m	Deut. 15:10; Ps. 41:1; Prov. 19:17
