C	Chapter 14
V	05014001
c	a
i	c05014001.1
m	Deut. 15:21; Mal. 1:8,
V	05014002
c	b
i	c05014002.2
m	Deut. 13:6
V	05014002
c	c
i	c05014002.3
m	Josh. 7:11
V	05014003
c	d
i	c05014003.4
m	Deut. 4:19
V	05014003
c	e
i	c05014003.5
m	Jer. 7:22
V	05014004
c	f
i	c05014004.6
m	Deut. 13:12,
V	05014005
c	g
i	c05014005.7
m	Lev. 24:14-16; Josh. 7:25 h Deut.
V	05014006
c	i
i	c05014006.8
m	Num. 35:30; Deut. 19:15; Matt. 18:16; John 8:17; 2 Cor. 13:1; 1 Tim. 5:19; Heb. 10:28
V	05014007
c	j
i	c05014007.9
m	Deut. 13:5; 19:19; 1 Cor. 5:13
V	05014008
c	k
i	c05014008.10
m	Deut. 1:17; 2 Chr. 19:10
V	05014008
c	l
i	c05014008.11
m	Deut. 12:5; 16:2
V	05014009
c	m
i	c05014009.12
m	Jer. 18:18
V	05014009
c	n
i	c05014009.13
m	Deut. 19:17-19
V	05014009
c	o
i	c05014009.14
m	Ezek. 44:24
V	05014012
c	p
i	c05014012.15
m	Num. 15:30; Deut. 1:43
V	05014013
c	q
i	c05014013.16
m	Deut. 13:11
V	05014014
c	r
i	c05014014.17
m	1 Sam. 8:5, 19,
V	05014015
c	s
i	c05014015.18
m	1 Sam. 9:15, 13; 1 Chr. 22:8-10; Hos. 8:4 t Jer.
V	05014016
c	u
i	c05014016.19
m	1 Kin. 4:26; 10:26-29; Ps. 20:7
V	05014016
c	w
i	c05014016.20
m	Ex. 13:17, 18; Hos. 11:5 x Deut.
V	05014017
c	y
i	c05014017.21
m	1 Kin. 10:14
V	05014019
c	a
i	c05014019.22
m	Ps. 119:97,
V	05014020
c	b
i	c05014020.23
m	Deut. 5:32; 1 Kin. 15:5
