C	Chapter 20
V	05020001
c	a
i	c05020001.1
m	Lev. 21:20;
V	05020003
c	b
i	c05020003.2
m	Neh. 13:1,
V	05020004
c	c
i	c05020004.3
m	Deut. 2:27-30
V	05020004
c	d
i	c05020004.4
m	Num. 22:5, 6; 23:7; Josh. 24:9; 2 Pet. 2:15; Jude
V	05020005
c	e
i	c05020005.5
m	Deut. 4:37
V	05020006
c	f
i	c05020006.6
m	Ezra 9:12
V	05020007
c	g
i	c05020007.7
m	Gen. 25:24-26; Deut. 2:4, 8; Amos 1:11; Obad. 10,
V	05020010
c	i
i	c05020010.8
m	Lev. 15:16
V	05020011
c	j
i	c05020011.9
m	Lev. 15:5
V	05020014
c	k
i	c05020014.10
m	Lev. 26:12; Deut. 7:21
V	05020015
c	l
i	c05020015.11
m	1 Sam. 30:15
V	05020016
c	m
i	c05020016.12
m	Ex. 22:21; Prov. 22:22
V	05020017
c	n
i	c05020017.13
m	Lev. 19:29; Deut. 22:21
V	05020017
c	o
i	c05020017.14
m	Gen. 19:5; 2 Kin. 23:7
V	05020019
c	p
i	c05020019.15
m	Ex. 22:25; Lev. 25:35-37; Neh. 5:2- 7; Ps. 15:5
V	05020020
c	q
i	c05020020.16
m	Deut. 15:3
V	05020020
c	r
i	c05020020.17
m	Deut. 15:10
V	05020021
c	s
i	c05020021.18
m	Num. 30:1, 2; Job 22:27; Ps. 61:8; Eccl. 5:4, 5; Matt.
V	05020023
c	t
i	c05020023.19
m	Num. 30:2; Ps.
V	05020025
c	u
i	c05020025.20
m	Matt. 12:1; Mark 2:23; Luke
